Evid,EqLat,EqLon,EqDepSL,EqOt,CatMag,CatMagType,Date,Event-Mean-YPML,Event-Median-YPML,Event-Mean-YPML-S,Event-Median-YPML-S
60005292.0,44.5615,-110.7535,2.21,1353097024.13,1.09,l,2012-11-16 20:17:04.130000+00:00,0.606102075642567,0.606102075642567,0.728223239192567,0.728223239192567
60005312.0,44.5595,-110.755,1.17,1353101688.7599983,0.98,l,2012-11-16 21:34:48.759998+00:00,0.7896032038507231,0.8990136303932783,0.8370461742840565,0.7971002145932783
60005317.0,44.545,-110.7358333,10.37,1353101771.5599997,0.74,l,2012-11-16 21:36:11.560000+00:00,0.5189035045796577,0.5189035045796577,0.6410246681296577,0.6410246681296577
60005357.0,44.6381667,-110.1375,4.37,1353112758.4899998,1.38,l,2012-11-17 00:39:18.490000+00:00,1.270673723073727,1.270673723073727,1.291130271223727,1.291130271223727
60005377.0,44.6235,-111.1896667,13.3,1353153960.01,0.71,l,2012-11-17 12:06:00.010000+00:00,0.9799391422042958,0.9799391422042958,0.957069367754296,0.957069367754296
60005402.0,44.3776667,-110.9876667,9.08,1353181182.8499985,0.82,l,2012-11-17 19:39:42.849998+00:00,0.9685027910068816,0.9685027910068816,1.0097470769568817,1.0097470769568817
60005415.0,44.7695,-111.1323333,6.46,1404044492.2199974,0.81,l,2014-06-29 12:21:32.219997+00:00,0.7007699010612432,0.7007699010612432,0.6779001266112432,0.6779001266112432
60005442.0,44.5628333,-110.6208333,6.41,1353196177.2700005,1.3,l,2012-11-17 23:49:37.270000+00:00,1.1766767454231903,1.223881926573395,1.2009751403031903,1.2049546834733948
60005492.0,44.6335,-110.33,2.35,1353286456.6499996,1.51,l,2012-11-19 00:54:16.650000+00:00,1.0393391331445678,1.0393391331445678,1.0597956812945677,1.0597956812945677
60005525.0,44.5791667,-110.7286667,8.7,1404662640.39,1.96,l,2014-07-06 16:04:00.390000+00:00,1.7614705951143217,1.8684166485771296,1.8159922787143212,1.859181066800907
60005705.0,44.586,-110.7095,6.82,1405928648.3000002,1.45,l,2014-07-21 07:44:08.300000+00:00,1.506018088125877,1.539658705483605,1.535951887050877,1.5393000823714056
60005742.0,44.2488333,-110.7681667,3.37,1353560646.4499998,1.59,l,2012-11-22 05:04:06.450000+00:00,1.6027351525030409,1.5160535856842916,1.650178122936374,1.680960991999029
60005752.0,44.2468333,-110.7711667,3.53,1353560727.8599987,1.55,l,2012-11-22 05:05:27.859999+00:00,1.5355322529717286,1.514750601861307,1.582975223405062,1.574590941261307
60005767.0,44.5333333,-110.9165,11.08,1353575821.21,0.94,l,2012-11-22 09:17:01.210000+00:00,0.9268997111133692,0.9657819020375398,0.9743426815467028,1.0256222414375398
60005825.0,44.4446667,-110.9645,6.35,1406860615.3899994,0.55,l,2014-08-01 02:36:55.389999+00:00,0.5297819458252034,0.5297819458252034,0.5710262317752035,0.5710262317752035
60005942.0,44.3976667,-111.0446667,8.41,1353812982.6100006,1.68,l,2012-11-25 03:09:42.610001+00:00,1.6890293416901494,1.598089573263977,1.7364723121234829,1.782491560963977
60005945.0,44.4918333,-110.3725,2.77,1408086657.8099976,1.2,l,2014-08-15 07:10:57.809998+00:00,0.8008215038343337,0.9265528245111248,0.8759265318343337,1.004515441853478
60005970.0,44.3858333,-110.5853333,1.99,1408197386.5,1.44,l,2014-08-16 13:56:26.500000+00:00,1.2776000275124786,1.2776000275124786,1.2980565756624785,1.2980565756624785
60005980.0,44.3961667,-110.5945,1.85,1408197403.3999977,2.05,l,2014-08-16 13:56:43.399998+00:00,1.9063105088706829,1.888592263917929,1.890583005545683,1.8480032035618597
60006000.0,44.7585,-111.1361667,12.12,1408444015.1499977,1.53,l,2014-08-19 10:26:55.149998+00:00,1.510433323946809,1.5098061798725044,1.584133879586809,1.6798061798725044
60006062.0,44.3736667,-110.9618333,3.21,1353909808.119999,1.45,l,2012-11-26 06:03:28.119999+00:00,1.264176497490089,1.2756136606773698,1.3116194679234228,1.3354540000773698
60006215.0,44.5533333,-110.9623333,8.11,1411944831.1899986,1.02,l,2014-09-28 22:53:51.189999+00:00,1.0018443383195164,1.0018443383195164,1.0430886242695163,1.0430886242695163
60006247.0,44.8018333,-111.1023333,6.58,1354086420.17,1.02,l,2012-11-28 07:07:00.170000+00:00,0.9403223331805964,0.9403223331805964,0.9174525587305964,0.9174525587305964
60006405.0,44.3656667,-111.0291667,2.15,1412408064.5100002,1.08,l,2014-10-04 07:34:24.510000+00:00,1.084981729950201,1.084981729950201,1.126226015900201,1.126226015900201
60006802.0,44.7301667,-111.239,12.58,1354684923.3,0.88,l,2012-12-05 05:22:03.300000+00:00,0.9269852247404374,0.9969206553873676,0.9732060376737708,1.0660942825984463
60006840.0,44.4375,-111.0731667,3.92,1415163934.4300003,0.81,l,2014-11-05 05:05:34.430000+00:00,0.9541867119382248,0.9541867119382248,0.9954309978882248,0.9954309978882248
60006855.0,44.4536667,-110.952,10.85,1415164062.5499992,0.76,l,2014-11-05 05:07:42.549999+00:00,0.854379524381995,0.854379524381995,0.8956238103319951,0.8956238103319951
60007067.0,44.4965,-110.5831667,4.44,1354884992.8999977,1.3,l,2012-12-07 12:56:32.899998+00:00,1.038628717431792,1.0208792106474966,1.0944800649817918,1.1052156473200418
60007077.0,44.4888333,-110.5705,2.4,1354886251.1099987,1.37,l,2012-12-07 13:17:31.109999+00:00,1.2084365576271694,1.2084365576271694,1.2911739299271694,1.2911739299271694
60007087.0,44.488,-110.5681667,4.99,1354886994.869999,1.55,l,2012-12-07 13:29:54.869999+00:00,1.446916386925064,1.3816899404869436,1.471214781805064,1.4650514631471392
60007097.0,44.5068333,-110.5796667,4.77,1354887161.3899994,1.65,l,2012-12-07 13:32:41.389999+00:00,1.3618712797027208,1.3123314283310048,1.4177226272527208,1.434452591881005
60007102.0,44.4946667,-110.578,4.66,1354887389.6599998,1.49,l,2012-12-07 13:36:29.660000+00:00,1.229739072117412,1.1455330495793323,1.285590419667412,1.2199495661182085
60007115.0,44.2498333,-110.7721667,2.91,1417627238.1399994,1.69,l,2014-12-03 17:20:38.139999+00:00,1.5531940195392242,1.5706228173636585,1.6282990475392245,1.5941345932077535
60007272.0,44.7793333,-111.0213333,8.77,1355081769.8899994,1.11,l,2012-12-09 19:36:09.889999+00:00,1.1147137010206531,1.1147137010206531,1.0918439265706534,1.0918439265706534
60007277.0,44.7773333,-111.0213333,9.36,1355081793.4399986,1.0,l,2012-12-09 19:36:33.439999+00:00,1.026539842312484,1.026539842312484,1.003670067862484,1.003670067862484
60007287.0,44.7788333,-111.0216667,9.32,1355084807.5599976,1.15,l,2012-12-09 20:26:47.559998+00:00,1.0621733867094665,1.0548862949999085,1.0668736502094662,1.1110601618999083
60007297.0,44.7715,-111.0233333,3.46,1355085828.709999,0.33,l,2012-12-09 20:43:48.709999+00:00,0.1485239771749648,0.1485239771749648,0.1256542027249648,0.1256542027249648
60007302.0,44.7778333,-111.023,2.32,1355086535.880001,0.58,l,2012-12-09 20:55:35.880001+00:00,0.3452116954288649,0.3452116954288649,0.3223419209788648,0.3223419209788648
60007307.0,44.7795,-111.0196667,9.94,1355090236.17,0.75,l,2012-12-09 21:57:16.170000+00:00,0.8079452431211254,0.8079452431211254,0.7850754686711254,0.7850754686711254
60007317.0,44.7746667,-111.0233333,11.06,1355090816.9300003,2.1,l,2012-12-09 22:06:56.930000+00:00,1.9352250872883212,1.9057709124492292,1.9963239346883217,2.028109097870188
60007565.0,44.7508333,-111.0981667,10.66,1421813291.21,0.73,l,2015-01-21 04:08:11.210000+00:00,0.7385315623680611,0.7385315623680611,0.7156617879180611,0.7156617879180611
60007605.0,44.7508333,-111.0833333,4.08,1421813667.5499992,1.17,l,2015-01-21 04:14:27.549999+00:00,0.8658226005509501,0.8658226005509501,0.84295282610095,0.84295282610095
60007650.0,44.7518333,-111.1023333,10.65,1421814848.8499994,0.82,l,2015-01-21 04:34:08.849999+00:00,0.887373765485677,0.887373765485677,0.8645039910356771,0.8645039910356771
60007697.0,44.3535,-110.843,2.07,1355394374.4699993,1.88,l,2012-12-13 10:26:14.469999+00:00,1.7516795640296288,1.6756104940075427,1.782529981079629,1.7977316575575428
60007705.0,44.7336667,-111.105,8.31,1421809875.0599997,0.97,l,2015-01-21 03:11:15.060000+00:00,0.8759577408739195,0.8759577408739195,0.8530879664239195,0.8530879664239195
60007710.0,44.7508333,-111.1026667,8.88,1421811640.209999,0.71,l,2015-01-21 03:40:40.209999+00:00,0.6699208204827836,0.6699208204827836,0.6470510460327835,0.6470510460327835
60007737.0,44.3551667,-110.6663333,3.33,1355426836.1599998,1.83,l,2012-12-13 19:27:16.160000+00:00,1.6969215169547467,1.6607725594649971,1.7212199118347469,1.7206128988649971
60007742.0,44.3503333,-110.6656667,3.62,1355426999.489998,1.97,l,2012-12-13 19:29:59.489998+00:00,1.8163415778809455,1.826098334093392,1.8406399727609457,1.7897326782869492
60007752.0,44.3505,-110.6636667,3.66,1355427344.0499992,2.39,l,2012-12-13 19:35:44.049999+00:00,2.2364499497368007,2.2713412322163644,2.2607483446168004,2.183754123432456
60007777.0,44.3431667,-110.6606667,5.41,1355434592.2299995,2.5,l,2012-12-13 21:36:32.230000+00:00,2.3675763299476795,2.361379090242785,2.3918747248276797,2.4062967772334143
60007810.0,44.6041667,-110.3641667,3.74,1422694952.6100006,1.56,l,2015-01-31 09:02:32.610001+00:00,0.8907326527568376,0.8907326527568376,0.8803141843068376,0.8803141843068376
60007817.0,44.482,-110.5731667,4.2,1355462137.7199974,1.75,l,2012-12-14 05:15:37.719997+00:00,1.5115240013064497,1.518618733799249,1.5673753488564497,1.609864880749249
60007827.0,44.4818333,-110.576,2.37,1355462292.3899994,1.46,l,2012-12-14 05:18:12.389999+00:00,1.205756853447279,1.214318293556601,1.2616082009972789,1.297055665856601
60007832.0,44.4801667,-110.5773333,4.4,1355462659.4099998,1.54,l,2012-12-14 05:24:19.410000+00:00,1.4442398757388817,1.359855177387074,1.4685382706188814,1.544257165087074
60007842.0,44.4831667,-110.5701667,2.0,1355462906.67,2.22,l,2012-12-14 05:28:26.670000+00:00,1.951981525374721,1.9672729714317403,2.007832872924721,2.0585191183817404
60007867.0,44.4781667,-110.5723333,4.21,1355463984.3799992,1.07,l,2012-12-14 05:46:24.379999+00:00,0.964085039031252,0.964085039031252,1.046822411331252,1.046822411331252
60007987.0,44.6581667,-109.9395,10.59,1355599529.1099987,2.62,l,2012-12-15 19:25:29.109999+00:00,2.51287318078642,2.454215855711172,2.59155425882642,2.514056195111172
60008015.0,44.4946667,-110.5675,-2.58,1423794865.7699986,1.22,l,2015-02-13 02:34:25.769999+00:00,1.0221087944755474,1.0221087944755474,1.1048461667755474,1.1048461667755474
60008105.0,44.4101667,-111.0235,2.83,1424508126.98,1.1,l,2015-02-21 08:42:06.980000+00:00,1.0954124892329025,1.0954124892329025,1.1366567751829026,1.1366567751829026
60008107.0,44.5855,-110.8993333,12.39,1355711941.65,0.84,l,2012-12-17 02:39:01.650000+00:00,0.925142110169374,0.925142110169374,0.904105571969374,0.904105571969374
60008117.0,44.766,-111.0156667,7.78,1355745365.23,0.97,l,2012-12-17 11:56:05.230000+00:00,0.942110825471714,0.942110825471714,0.919241051021714,0.919241051021714
60008230.0,44.648,-111.0158333,9.16,1426623413.449997,1.03,l,2015-03-17 20:16:53.449997+00:00,0.9063215841989364,0.8667233150690432,0.9110218476989363,0.9265636544690432
60008265.0,44.5678333,-110.753,4.19,1429393794.7199974,1.03,l,2015-04-18 21:49:54.719997+00:00,0.6365021602021796,0.6365021602021796,0.7586233237521796,0.7586233237521796
60008285.0,44.5925,-110.6843333,6.45,1431068153.2599983,0.75,l,2015-05-08 06:55:53.259998+00:00,0.6660475987743921,0.6660475987743921,0.7487849710743921,0.7487849710743921
60008290.0,44.5671667,-110.693,3.96,1431068126.869999,0.4,l,2015-05-08 06:55:26.869999+00:00,0.4373837803768884,0.503708092039252,0.4585708899768884,0.401794676239252
60008380.0,44.361,-110.663,3.83,1434265434.8999977,1.42,l,2015-06-14 07:03:54.899998+00:00,1.3832383665677763,1.421608202522418,1.4140887836177762,1.3959331840270697
60008425.0,44.6353333,-110.6563333,1.76,1434771820.6699982,1.94,l,2015-06-20 03:43:40.669998+00:00,1.032618718271746,1.032618718271746,1.061584041071746,1.061584041071746
60008495.0,44.5416667,-111.0196667,14.32,1438159985.46,1.15,l,2015-07-29 08:53:05.460000+00:00,1.2725618026047103,1.2725618026047103,1.25152526440471,1.25152526440471
60008602.0,44.5723333,-110.371,4.1,1356490641.3599987,2.03,l,2012-12-26 02:57:21.359999+00:00,1.4691656191469529,1.2128872621356472,1.4821667533136196,1.2494165272692603
60008657.0,44.7733333,-111.0258333,10.62,1356569156.449997,0.91,l,2012-12-27 00:45:56.449997+00:00,0.9724820505304448,0.9724820505304448,0.9496122760804449,0.9496122760804449
60008782.0,44.7711667,-111.0201667,9.56,1356691436.1100006,1.14,l,2012-12-28 10:43:56.110001+00:00,1.2066131552455648,1.2066131552455648,1.1837433807955648,1.1837433807955648
60008842.0,44.518,-111.0866667,14.57,1356757423.5099983,1.76,l,2012-12-29 05:03:43.509998+00:00,1.758999816287793,1.736070267774652,1.7620475904627928,1.794077370924652
60008880.0,44.7758333,-110.4123333,3.66,1448465596.3500004,1.67,l,2015-11-25 15:33:16.350000+00:00,1.0505435390039812,1.0505435390039812,1.0795088618039812,1.0795088618039812
60008890.0,44.743,-111.2105,14.02,1450239867.2199993,1.64,l,2015-12-16 04:24:27.219999+00:00,1.8779002457315197,1.8779002457315197,1.8568637075315195,1.8568637075315195
60008962.0,44.712,-111.0225,7.0,1356907872.2799995,1.15,l,2012-12-30 22:51:12.279999+00:00,1.0057281896573405,1.0057281896573405,0.9828584152073404,0.9828584152073404
60009010.0,44.644,-110.4575,2.3,1457928211.08,1.6,l,2016-03-14 04:03:31.080000+00:00,0.8955007818896462,0.9394064546561318,0.9085019160563128,0.9461010542266036
60009035.0,44.5538333,-110.9693333,8.28,1458890277.6299973,1.78,l,2016-03-25 07:17:57.629997+00:00,1.566754904683296,1.4672008010597857,1.601859709058296,1.446164262859786
60009135.0,44.7653333,-110.9718333,8.25,1462346793.3499985,0.65,l,2016-05-04 07:26:33.349998+00:00,0.5762444941311923,0.6845674068679314,0.5809447576311922,0.5826539910679314
60009155.0,44.6181667,-110.3408333,2.52,1463152762.1299992,1.57,l,2016-05-13 15:19:22.129999+00:00,1.3712986576596256,1.3261617370217889,1.3509652178262923,1.3860020764217889
60009242.0,44.444,-111.0106667,5.09,1357300540.1499977,1.47,l,2013-01-04 11:55:40.149998+00:00,1.4342211794752953,1.3381534502425216,1.4804419924086287,1.5225554379425217
60009260.0,44.7365,-111.0288333,8.37,1464381341.239998,1.04,l,2016-05-27 20:35:41.239998+00:00,0.853956562407652,0.8200646201883259,0.858656825907652,0.8799049595883259
60009315.0,44.1086667,-110.2521667,10.83,1465752712.989998,2.03,l,2016-06-12 17:31:52.989998+00:00,2.3045519096509186,2.2546474363415285,2.2424989487909186,2.2474239933381086
60009375.0,44.218,-110.7805,1.24,1467280584.7600002,2.0,l,2016-06-30 09:56:24.760000+00:00,2.054871202816761,2.04885416066466,2.085721619866761,2.1193753386038034
60009412.0,44.6586667,-110.4093333,6.3,1357442170.9499998,1.8,l,2013-01-06 03:16:10.950000+00:00,1.3105843140076614,1.4315624305776111,1.323585448174328,1.412635187477611
60009417.0,44.3968333,-110.504,3.23,1357444213.71,1.21,l,2013-01-06 03:50:13.710000+00:00,1.1763026062222364,1.1763026062222364,1.2590399785222364,1.2590399785222364
60009427.0,44.3973333,-110.5038333,3.03,1357444324.61,1.01,l,2013-01-06 03:52:04.610000+00:00,0.9713947537588884,0.9713947537588884,1.0541321260588885,1.0541321260588885
60009430.0,44.5721667,-110.699,3.93,1469158937.6900003,0.92,l,2016-07-22 03:42:17.690000+00:00,0.5699086020819479,0.5699086020819479,0.692029765631948,0.692029765631948
60009432.0,44.3945,-110.5046667,3.7,1357444946.6800003,1.9,l,2013-01-06 04:02:26.680000+00:00,1.7722721483916923,1.8037136265782112,1.7965705432716923,1.7018002107782113
60009440.0,44.5643333,-110.6891667,5.65,1469158980.83,0.7,l,2016-07-22 03:43:00.830000+00:00,0.4192264491119815,0.4192264491119815,0.5413476126619816,0.5413476126619816
60009442.0,44.4011667,-110.5045,1.91,1357446165.3499985,1.9,l,2013-01-06 04:22:45.349998+00:00,1.8832391433181452,1.924877194596744,1.9140895603681456,1.902333219019472
60009457.0,44.3963333,-110.5045,3.01,1357449516.3999977,1.2,l,2013-01-06 05:18:36.399998+00:00,1.1666326740309916,1.1666326740309916,1.2493700463309916,1.2493700463309916
60009467.0,44.4081667,-110.5011667,1.23,1357449787.9699998,0.99,l,2013-01-06 05:23:07.970000+00:00,0.8939084687036112,0.8939084687036112,0.9766458410036112,0.9766458410036112
60009477.0,44.3921667,-110.5041667,3.57,1357457838.1900003,1.36,l,2013-01-06 07:37:18.190000+00:00,1.3391511024982468,1.3391511024982468,1.4218884747982468,1.4218884747982468
60009487.0,44.3933333,-110.5045,2.85,1357457938.9099998,1.2,l,2013-01-06 07:38:58.910000+00:00,1.1678036871104889,1.1678036871104889,1.2505410594104889,1.2505410594104889
60009492.0,44.4035,-110.5038333,1.89,1357459643.7199993,0.71,l,2013-01-06 08:07:23.719999+00:00,0.6372094928930283,0.6372094928930283,0.7199468651930283,0.7199468651930283
60009497.0,44.4016667,-110.5045,1.92,1357459655.959999,1.56,l,2013-01-06 08:07:35.959999+00:00,1.496266591928658,1.496266591928658,1.579003964228658,1.579003964228658
60009502.0,44.4013333,-110.5051667,2.2,1357461369.42,1.27,l,2013-01-06 08:36:09.420000+00:00,1.211493442043388,1.211493442043388,1.294230814343388,1.294230814343388
60009522.0,44.4041667,-110.5128333,1.72,1357463878.1599998,1.2,l,2013-01-06 09:17:58.160000+00:00,1.1195863493115763,1.1195863493115763,1.2023237216115763,1.2023237216115763
60009537.0,44.396,-110.507,2.67,1357464546.3599997,2.13,l,2013-01-06 09:29:06.360000+00:00,2.011913882195357,2.0196375137261957,2.0362122770753577,2.017727819926195
60009547.0,44.3925,-110.5091667,3.43,1357464901.9299998,2.07,l,2013-01-06 09:35:01.930000+00:00,1.956566121404651,1.9489014092975312,1.980864516284651,1.9469917154975311
60009557.0,44.4001667,-110.5023333,3.84,1357465458.8799992,0.9,l,2013-01-06 09:44:18.879999+00:00,0.8584280397873983,0.8584280397873983,0.9411654120873983,0.9411654120873983
60009630.0,44.456,-110.9736667,5.87,1474448986.6100006,1.01,l,2016-09-21 09:09:46.610001+00:00,0.9768159039053236,0.9768159039053236,1.0180601898553236,1.0180601898553236
60009660.0,44.364,-110.8551667,3.16,1474715612.1100006,1.63,l,2016-09-24 11:13:32.110001+00:00,1.4777880498918692,1.4067036257112302,1.508638466941869,1.4389907749063051
60009680.0,44.7428333,-111.1421667,8.64,1474822205.0499997,0.9,l,2016-09-25 16:50:05.050000+00:00,0.8522124800801205,0.8522124800801205,0.8293427056301206,0.8293427056301206
60009687.0,44.43,-110.3321667,8.83,1357543046.5299988,2.08,l,2013-01-07 07:17:26.529999+00:00,1.9847731570526228,2.000587494454804,2.009071551932623,2.104551414288511
60009700.0,44.5996667,-110.688,3.32,1475384212.829998,1.14,l,2016-10-02 04:56:52.829998+00:00,0.6321318594731847,0.5234601858345178,0.7129094039065181,0.6587962823164861
60009717.0,44.4798333,-110.5541667,1.97,1357546342.0,1.88,l,2013-01-07 08:12:22+00:00,1.578290174976241,1.539001841485665,1.634206026396241,1.598842180885665
60009745.0,44.422,-111.0335,6.13,1476795295.459999,1.25,l,2016-10-18 12:54:55.459999+00:00,1.3039524004585323,1.3039524004585323,1.3451966864085323,1.3451966864085323
60009775.0,44.6108333,-110.389,1.99,1477255745.2399998,1.99,l,2016-10-23 20:49:05.240000+00:00,1.4836950492581935,1.407013600281514,1.5395463968081935,1.4559514310335713
60009782.0,44.6118333,-110.9871667,7.42,1357608023.1399994,1.01,l,2013-01-08 01:20:23.139999+00:00,1.008818035689441,1.008818035689441,1.050062321639441,1.050062321639441
60009785.0,44.609,-110.3821667,4.57,1477256198.1800003,1.92,l,2016-10-23 20:56:38.180000+00:00,1.3871001249626485,1.367182764739364,1.4001012591293154,1.365273070939364
60009795.0,44.6023333,-110.4066667,3.47,1477256257.579998,1.84,l,2016-10-23 20:57:37.579998+00:00,1.0751525644802242,1.0751525644802242,1.0647340960302245,1.0647340960302245
60009820.0,44.6118333,-110.362,3.82,1477256590.9399996,1.8,l,2016-10-23 21:03:10.940000+00:00,1.2267236695893964,1.2849281220063358,1.239724803756063,1.2660008789063355
60009925.0,44.3518333,-110.6601667,3.83,1480054532.1399994,1.82,l,2016-11-25 06:15:32.139999+00:00,1.8436695738625204,1.909860307404121,1.8233361340291871,1.890933064304121
60009935.0,44.358,-110.661,4.51,1480056868.539999,1.25,l,2016-11-25 06:54:28.539999+00:00,1.4753072898925177,1.4753072898925177,1.4148869604425176,1.4148869604425176
60009937.0,44.6918333,-111.1515,8.76,1357734310.62,0.82,l,2013-01-09 12:25:10.620000+00:00,0.7955055731450118,0.7955055731450118,0.7726357986950119,0.7726357986950119
60009940.0,44.3536667,-110.6576667,4.07,1480056881.0999985,1.28,l,2016-11-25 06:54:41.099998+00:00,1.4647873248665233,1.4647873248665233,1.4043669954165232,1.4043669954165232
60009945.0,44.3558333,-110.6606667,2.07,1480056902.03,0.92,l,2016-11-25 06:55:02.030000+00:00,1.1421297630933926,1.1421297630933926,1.0817094336433928,1.0817094336433928
60010020.0,44.3601667,-110.6676667,4.17,1480053622.1000004,1.88,l,2016-11-25 06:00:22.100000+00:00,1.7078155198072034,1.7078155198072034,1.7282720679572037,1.7282720679572037
60010085.0,44.6005,-110.7403333,2.2,1481801050.3499994,0.21,l,2016-12-15 11:24:10.349999+00:00,0.0460108395978574,0.0460108395978574,0.0249743013978574,0.0249743013978574
60010180.0,44.7475,-110.6621667,4.46,1486672830.42,2.42,l,2017-02-09 20:40:30.420000+00:00,1.4678700427081306,1.4678700427081306,1.4968353655081306,1.4968353655081306
60010187.0,44.759,-111.029,9.24,1358022149.3400002,0.54,l,2013-01-12 20:22:29.340000+00:00,0.5391443987929196,0.5391443987929196,0.5162746243429197,0.5162746243429197
60010225.0,44.4305,-110.578,4.19,1487854200.22,0.29,l,2017-02-23 12:50:00.220000+00:00,0.4331311278206485,0.4331311278206485,0.4743754137706485,0.4743754137706485
